"species";"lookup";"match"
"– A. glabra (MILL.) DC.Bem.: Der Graue A";"Kahler A. – A. glabra (MILL.) DC.Bem.: Der Graue A";"Z s"
"– L. spicata (L.) WILLD.";"Ährige P. – L. spicata (L.) WILLD.";"Z z"
". – L. pycnostachya MICHX.Ähnlich: Grasb";"Prärie-P., Dickährige P . – L. pycnostachya MICHX.Ähnlich: Grasb";NA
"– G. hirsutula HOOK. et ARN. ";"Gewöhnliches G. – G. hirsutula HOOK. et ARN. ";NA
"– G. squarrosa (PURSH) DUNAL";"Sperriges G. – G. squarrosa (PURSH) DUNAL";"Z s"
"– S. ptarmicoides (TORR. et A. GRAY) BOI";"Weiße Hochland-G. – S. ptarmicoides (TORR. et A. GRAY) BOI";"Z s"
"– S. graminifolia (L.) SALISB.3* Bl nich";"Grasblättrige G. – S. graminifolia (L.) SALISB.3* Bl nich";"Z s"
"– S. leiocarpa DC.";"Neu-England-G., Cutler-G. – S. leiocarpa DC.";"Z z"
"– S. riddellii FRANK6* Mittlere u. obere";"Ridell-G. – S. riddellii FRANK6* Mittlere u. obere";"Z s"
"– S. rigida L.";"Steife G. – S. rigida L.";"Z s"
"– S. multiradiata AITON";"Rocky-Mountain-G. – S. multiradiata AITON";"Z s"
"– S. caesia L.11* Bl in den geflügelten ";"Reif-G., Goldbandrute – S. caesia L.11* Bl in den geflügelten ";"Z s"
"– S. flexicaulis L.";"Breitblättrige G., Zickzack-G., Bogige G. – S. flexicaulis L.";"Z s"
"– S. odora AITON12* Bl nicht durchschein";"Anis-G., Lakritz-G. – S. odora AITON12* Bl nicht durchschein";"Z s"
"– S. sempervirens L.15* Bl nicht sukkule";"Küsten-G. – S. sempervirens L.15* Bl nicht sukkule";"Z s"
". – S. missouriensis NUTT.16 (14) Bl u. ";"Missouri-G . – S. missouriensis NUTT.16 (14) Bl u. ";NA
"– S. nemoralis AITON";"Graue G. – S. nemoralis AITON";NA
". – S. drummondii TORR. et A. GRAY19* Bl";"Ozark-G . – S. drummondii TORR. et A. GRAY19* Bl";NA
"– S. ulmifolia, s. 20";"Ulmenblättrige G. – S. ulmifolia, s. 20";NA
"– S. nemoralis AITON";"Raue G. – S. nemoralis AITON";NA
". – S. shortii TORR. et A. GRAY21* Strah";"Kentucky-G., Königs-G . – S. shortii TORR. et A. GRAY21* Strah";NA
"– S. canadensis L.";"Kanadische G. – S. canadensis L.";NA
"– B. tadgellii TOVEY et P. MORRIS1* Bl a";"Tadgell-B. – B. tadgellii TOVEY et P. MORRIS1* Bl a";"Z s"
"– B. iberidifolia BENTH.Ähnlich mit unsc";"Blaue B., Blaues Gänseblümchen – B. iberidifolia BENTH.Ähnlich mit unsc";"Z z"
"– C. incanus HOOK. f. et THOMS.: Bleifg,";"Raue B. – C. incanus HOOK. f. et THOMS.: Bleifg,";NA
"– B. aculeata (LABILL.) CASS. ex LESS.: ";"Stachlige B. – B. aculeata (LABILL.) CASS. ex LESS.: ";NA
"– E. tenuifolius (WALDST. et KIT.) A. DC";"Schmalblättrige B. – E. tenuifolius (WALDST. et KIT.) A. DC";NA
"– B. melanocarpa SOND. et F. MUELL. [B. ";"Schwarzfrüchtige B. – B. melanocarpa SOND. et F. MUELL. [B. ";"Z s"
"– B. coerulescens COSS. ex BALL";"Bläuliches G. – B. coerulescens COSS. ex BALL";"Z s"
"– B. bellidioides L.1* Pfl ohne Ausläufe";"Gewöhnliches Sch. – B. bellidioides L.1* Pfl ohne Ausläufe";"Z s"
"– B. crassifolium MORIS";"Dickblättriges Sch. – B. crassifolium MORIS";NA
"– B. minutum (L.) L.";"Kleines Sch., Zwergmaßliebchen – B. minutum (L.) L.";NA
"– B. asteroides (L.) L’HÉR.";"Gewöhnliche Sch. – B. asteroides (L.) L’HÉR.";"Z s"
"– T. formosa GREENE";"Schöne T. – T. formosa GREENE";"Z s"
"– T. incana NUTT.2* Stg behaart od. kahl";"Grauweiße T. – T. incana NUTT.2* Stg behaart od. kahl";"Z s"
"– T. exscapa (RICHARDSON) PORTERSehr ähn";"Niedrige T., Stängellose T. – T. exscapa (RICHARDSON) PORTERSehr ähn";"Z s"
"– T. rothrockii A. GRAY ex ROTHR.5 (3) S";"Rothrock-T. – T. rothrockii A. GRAY ex ROTHR.5 (3) S";"Z s"
"– T. parryi D. C. EATON";"Parry-T. – T. parryi D. C. EATON";"Z s"
"– T. florifer (HOOK.) A. GRAY";"Oregon-T. – T. florifer (HOOK.) A. GRAY";"Z s"
"– A. linosyris (L.) BERNH.1* StrahlB vor";"Goldhaar-A. – A. linosyris (L.) BERNH.1* StrahlB vor";"Z s"
"– A. tongolensis FRANCH.Bem.: Von den ei";"Sichuan-A. – A. tongolensis FRANCH.Bem.: Von den ei";"Z s"
"– A. macrophyllus L.Ähnlich: Schreber-A.";"Großblättrige A. – A. macrophyllus L.Ähnlich: Schreber-A.";"Z z"
"– A. cordifolius L.7* BKöpfe 1,8–2,5 cm ";"Blaue Wald-A. – A. cordifolius L.7* BKöpfe 1,8–2,5 cm ";"Z s"
"– A. divaricatus L.";"Weiße Wald-A. – A. divaricatus L.";"Z s"
"– A. sedifolius L.1 Bl blaugrün, nicht g";"Graublättrige A. – A. sedifolius L.1 Bl blaugrün, nicht g";"Z s"
"– A. incana BOISS.";"Graue A. – A. incana BOISS.";NA
"– A. novae-angliae L.9* Bl gleichmäßig b";"Raublatt-A., Neuengland-A. – A. novae-angliae L.9* Bl gleichmäßig b";NA
"– A. amellus L.Ähnlich: Pyrenäen-A. – A.";"Berg-A., Kalk-A. – A. amellus L.Ähnlich: Pyrenäen-A. – A.";"Z v"
"– A. tataricus L";"Tatarische A. – A. tataricus L";"Z s"
"– A. sibiricus L.";"Arktische A. – A. sibiricus L.";"Z s"
"– A. novi-belgii L.Anm.: Niedrige Sorten";"Glattblatt-A., Neubelgien-A. – A. novi-belgii L.Anm.: Niedrige Sorten";"Z s"
"– A. laevis L.";"Glatte A. – A. laevis L.";"Z s"
"– A. × versicolor WILLD.";"Bunte A. – A. × versicolor WILLD.";"Z s"
"– A. ericoides L.Hierzu evtl. als Untera";"Myrten-A., Septemberkraut – A. ericoides L.Hierzu evtl. als Untera";"Z s"
"– A. lateriflorus (L.) BRITTON [A. hirsu";"Sparrige A. – A. lateriflorus (L.) BRITTON [A. hirsu";"Z s"
"– A. lanceolatus WILLD.Berufkraut, Feins";"Lanzett-A., Lanzettblättrige A. – A. lanceolatus WILLD.Berufkraut, Feins";"Z s"
"– E. aurantiacus REGEL";"Orangefarbenes B. – E. aurantiacus REGEL";"Z z"
"– E. aureus GREENEÄhnlich mit 20–60 eben";"Gold-B. – E. aureus GREENEÄhnlich mit 20–60 eben";"Z s"
"– E. compositus PURSH4* Untere Bl mit we";"Zusammengesetztes B., Fiederschnittiges B. – E. compositus PURSH4* Untere Bl mit we";"Z s"
"– E. karvinskianus DC.";"Karwinsky-B., Spanisches Gänseblümchen – E. karvinskianus DC.";"Z z"
"– E. annuus (L.) PERS.6 (3) Bl dicklich.";"Einjähriger Feinstrahl – E. annuus (L.) PERS.6 (3) Bl dicklich.";NA
"– E. glaucus KER GAWL.";"Strand-B. – E. glaucus KER GAWL.";"Z s"
"– E. flagellaris A. GRAY";"Peitschen-B. – E. flagellaris A. GRAY";"Z s"
"– E. pulchellus MICHX.9 (7) StgBl mit br";"Hübsches B., Robin-Wegerich – E. pulchellus MICHX.9 (7) StgBl mit br";"Z s"
"– E. philadelphicus L.10* StrahlB <150, ";"Philadelphia-Feinstrahl – E. philadelphicus L.10* StrahlB <150, ";"Z s"
"– E. speciosus (LINDL.) DC.";"Ansehnliches B. – E. speciosus (LINDL.) DC.";"Z v"
". – E. coulteri PORTER";"Rocky-Mountain-B . – E. coulteri PORTER";NA
"– B. laevigata L.";"Glattes B. – B. laevigata L.";NA
"– E. glabellus NUTT.";"Bach-B. – E. glabellus NUTT.";"N v"
"– E. uniflorus L.Ähnlich: Niedriger F. –";"Einköpfiges B. – E. uniflorus L.Ähnlich: Niedriger F. –";"Z s"
"– F. tenella (L.) NEES";"Zarte K. – F. tenella (L.) NEES";"Z s"
"– F. amoena (SCH. BIP.) LEVYNS";"Schöne K. – F. amoena (SCH. BIP.) LEVYNS";"Z s"
"– F. bergeriana (SPRENG.) O. HOFFM.Ähnli";"Eisvogel-K. – F. bergeriana (SPRENG.) O. HOFFM.Ähnli";"Z v"
"– A. alpina (L.) GAERTN.";"Mittleres K. – A. alpina (L.) GAERTN.";"Z s"
"– A. carpatica (WAHLENB.) BLUFF et FINGE";"Karpaten-K. – A. carpatica (WAHLENB.) BLUFF et FINGE";"Z s"
"– A. plantaginifolia (L.) RICHARDSONSehr";"Wegerichblättriges K. – A. plantaginifolia (L.) RICHARDSONSehr";"Z s"
"– A. dioica (L.) GAERTN.3* Hülle der  Kö";"Gewöhnliches K. – A. dioica (L.) GAERTN.3* Hülle der  Kö";NA
"– A. parvifolia NUTT.";"Kleinblättriges K. – A. parvifolia NUTT.";NA
"– A. nepalensis (SPRENG.) HAND.-MAZZ.2* ";"Nepal-P. – A. nepalensis (SPRENG.) HAND.-MAZZ.2* ";"Z s"
". – A. sinica HANCE3* Hülle 9–10 mm lg. ";"Chinesisches P . – A. sinica HANCE3* Hülle 9–10 mm lg. ";NA
"– A. alpicola MAKINO";"Nordjapanisches P. – A. alpicola MAKINO";NA
"– A. royleana DC.";"Royle-P. – A. royleana DC.";"Z s"
"– A. margaritacea (L.) BENTH. et HOOK. f";"Großblütiges P., Silberimmortelle – A. margaritacea (L.) BENTH. et HOOK. f";"Z z"
"– A. triplinervis (SIMS) C. B. CLARKE";"Dreinerviges P., Himalaja-Immortelle – A. triplinervis (SIMS) C. B. CLARKE";"Z z"
"– R. australis HOOK. f.1* Bl 3nervig, ka";"Südliches S. – R. australis HOOK. f.1* Bl 3nervig, ka";"Z s"
". – R. glabra HOOK. f.";"Kahles S . – R. glabra HOOK. f.";NA
"– L. japonicum MIQ.";"Japan-E. – L. japonicum MIQ.";NA
"– L. souliei BEAUVERD";"Soulie-E. – L. souliei BEAUVERD";"Z s"
"– L. calocephalum (FRANCH.) BEAUVERDÄhnl";"Schönköpfiges E. – L. calocephalum (FRANCH.) BEAUVERDÄhnl";"Z s"
"– subsp. nivale (TEN.) TUTIN";"Schnee-E. – subsp. nivale (TEN.) TUTIN";"Z s"
"– L. leontopodioides (WILLD.) BEAUVERD5*";"Sibirisches E. – L. leontopodioides (WILLD.) BEAUVERD5*";"Z s"
". – L. palibinianum BEAUVERD";"Palibin-E . – L. palibinianum BEAUVERD";NA
"– L. ochroleucum BEAUVERD";"Ockerweißes E. – L. ochroleucum BEAUVERD";NA
"– G. norvegicum GUNNERUS";"Norwegisches R. – G. norvegicum GUNNERUS";"Z s"
"– G. supinum L.";"Zwerg-R. – G. supinum L.";NA
"– G. hoppeanum W. D. J. KOCH";"Hoppe-R. – G. hoppeanum W. D. J. KOCH";"Z s"
"– L. brownii CASS.";"Kugelkopf, Silberdrahtbusch, Calocephalus – L. brownii CASS.";"Z z"
"– Rh. humboldtiana (GAUDICH.) PAUL G. WI";"Humboldt-S., Sonnenkind – Rh. humboldtiana (GAUDICH.) PAUL G. WI";"Z s"
"– Rh. manglesii LINDL.";"Rosen-S., Rosen-Immortelle – Rh. manglesii LINDL.";"Z z"
"– Rh. chlorocephala";"Rosa S., Rosa Papierblümchen – Rh. chlorocephala";"Z z"
"– Rh. corymbiflora (SCHLTDL.) PAUL G. WI";"Schirmtraubiger S. – Rh. corymbiflora (SCHLTDL.) PAUL G. WI";"N s"
"– H. petiolare HILLIARD et B. L. BURTT";"Lakritz-St. – H. petiolare HILLIARD et B. L. BURTT";"Z v"
"– H. bellidioides (G. FORST.) WILLD.Ähnl";"Gänseblümchen-St. – H. bellidioides (G. FORST.) WILLD.Ähnl";"Z s"
"– H. milfordiae KILLICK";"Milford-St. – H. milfordiae KILLICK";"Z s"
"– H. frigidum (LABILL.) WILLD.6 (3) Grun";"Korsische St., Korsisches Edelweiß – H. frigidum (LABILL.) WILLD.6 (3) Grun";"Z s"
"– H. arenarium (L.) MOENCH";"Sand-St. – H. arenarium (L.) MOENCH";"Z z"
"– H. plicatum (FISCH. et C. A. MEY.) DC.";"Anatolische St. – H. plicatum (FISCH. et C. A. MEY.) DC.";"Z s"
"– H. orientale (L.) GAERTN.Ähnlich: Tien";"Orient-St. – H. orientale (L.) GAERTN.Ähnlich: Tien";"Z s"
"., H. api-culatum unter 8*). Stauden od.";"Grannenspitzige St ., H. api-culatum unter 8*). Stauden od.";NA
"– H. italicum (ROTH) D. DON9* Innere Hül";"Italienische St., Currystrauch – H. italicum (ROTH) D. DON9* Innere Hül";NA
"– H. stoechas (L.) MOENCH";"Glänzende St., Duftende St. – H. stoechas (L.) MOENCH";"Z s"
"– A. alatum R. BR.";"Papierknöpfchen, Sandimmortelle – A. alatum R. BR.";"Z z"
". – I. racemosa HOOK. f.";"Traubiger A . – I. racemosa HOOK. f.";NA
"– I. helenium L.3* Köpfe (8–)9,5–15 cm ∅";"Echter A., Helenenkraut – I. helenium L.3* Köpfe (8–)9,5–15 cm ∅";NA
"– I. magnifica LIPSKI";"Großer A. – I. magnifica LIPSKI";"Z s"
"– I. macrocephala BOISS. et KOTSCHY ex B";"Großkopfiger A. – I. macrocephala BOISS. et KOTSCHY ex B";"Z s"
"– I. macrocephala BOISS. et KOTSCHY ex B";"Kopfiger A. – I. macrocephala BOISS. et KOTSCHY ex B";NA
"– I. salicina L.Ähnlich: Sparriger A. – ";"Weidenblättriger A. – I. salicina L.Ähnlich: Sparriger A. – ";NA
". – I. ensifolia L.9 (7) Bl grün, vorwär";"Schwert-A . – I. ensifolia L.9 (7) Bl grün, vorwär";NA
"– M. incanum DESR.";"Rauer A. – M. incanum DESR.";NA
"– I. oculus-christi L.10* Bl schneeweißf";"Christusaugen-A. – I. oculus-christi L.10* Bl schneeweißf";NA
"– I. candida (L.) CASS.11* Bl grün, aber";"Schneeweißer A. – I. candida (L.) CASS.11* Bl grün, aber";"Z s"
"– I. royleana DC.";"Royle-A. – I. royleana DC.";"Z s"
"– I. orientalis LAM.";"Kolchischer A. – I. orientalis LAM.";"Z s"
"– I. hookeri C. B. CLARKEÄhnlich: Bärtig";"Hooker-A. – I. hookeri C. B. CLARKEÄhnlich: Bärtig";"Z s"
"– T. speciosissima (L.) LESS.";"Kleine T. – T. speciosissima (L.) LESS.";"Z s"
"– C. globosa (BENTH.) BENTH.1* Köpfe zu ";"Kuglige C. – C. globosa (BENTH.) BENTH.1* Köpfe zu ";"Z s"
"– C. uniflora G. FORST.Ähnlich: Kleine C";"Forster-C., Wollkopf – C. uniflora G. FORST.Ähnlich: Kleine C";"Z s"
". – C. alpina BACKH. ex HOOK. f.3* B gel";"Alpine C . – C. alpina BACKH. ex HOOK. f.3* B gel";NA
"– C. incana ALLAN";"Silbergraue C. – C. incana ALLAN";NA
"– P. spinosa (L.) CASS.";"Stechendes St. – P. spinosa (L.) CASS.";"Z s"
"– A. aquaticus (L.) LESS.Ähnlich: Zwerg-";"Einjähriger St. – A. aquaticus (L.) LESS.Ähnlich: Zwerg-";"Z s"
"– A. maritimus (L.) LESS.Silphie – Silph";"Küsten-St., Dukatenblume – A. maritimus (L.) LESS.Silphie – Silph";"Z z"
"– S. laciniatum L.";"Geschlitzte S., Kompasspflanze – S. laciniatum L.";"Z s"
"– S. perfoliatum L.";"Durchwachsene S., Becherpflanze – S. perfoliatum L.";"Z z"
"– S. trifoliatum L.Lindheimerie, Texasst";"Quirlblättrige S. – S. trifoliatum L.Lindheimerie, Texasst";"Z s"
"– L. texana A. GRAY et ENGELM.Goldkörbch";"Texas-L., Texasstern – L. texana A. GRAY et ENGELM.Goldkörbch";"Z s"
"– Ch. virginianum L.";"Virginisches G. – Ch. virginianum L.";"Z s"
"– Z. angustifolia HUMB., BONPL. et KUNTH";"Schmalblättrige Z. – Z. angustifolia HUMB., BONPL. et KUNTH";"Z z"
"– Z. haageana REGEL";"Haage-Zinnie – Z. haageana REGEL";"Z v"
"– Z. peruviana (L.) L.";"Peruanische Z. – Z. peruviana (L.) L.";"Z s"
"– S. procumbens LAM.";"Mexikanisches G. – S. procumbens LAM.";"Z z"
"– R. laciniata L.2* Stg wenigstens oberw";"Schlitzblättriger S., Goldball, Langer Heinrich – R. laciniata L.2* Stg wenigstens oberw";"Z s"
". – R. subtomentosa PURSH";"Schwachfilziger S . – R. subtomentosa PURSH";NA
"– R. triloba L.4 (1) Pfl kahl  . . . . .";"Dreilappiger S. – R. triloba L.4 (1) Pfl kahl  . . . . .";NA
"– R. maxima NUTT.";"Großer S. – R. maxima NUTT.";NA
"– R. hirta L.";"Rauer S. – R. hirta L.";"Z s"
", Bowie-S. – O. bowiei LINDL.15* BStiele";"Großblütiger S. , Bowie-S. – O. bowiei LINDL.15* BStiele";NA
"– E. purpurea (L.) MOENCH";"Roter I., Roter Sch. – E. purpurea (L.) MOENCH";NA
"– E. angustifolia DC.Ähnlich: Prärie-I.,";"Schmalblättriger I. – E. angustifolia DC.Ähnlich: Prärie-I.,";"Z s"
"– R. pinnata (VENT.) BARNHART";"Nickender P. – R. pinnata (VENT.) BARNHART";"Z s"
"– C. rotundifolia ROYLE: Bl <2 cm lg. Kr";"Rundblättrige T. – C. rotundifolia ROYLE: Bl <2 cm lg. Kr";NA
"– W. trilobata (L.) HITCHC.";"Dreilappige W., Goldstern-W. – W. trilobata (L.) HITCHC.";"Z s"
"taude. Stg u. Bl grau behaart. Bl ver-ke";"Mehrstänglige S taude. Stg u. Bl grau behaart. Bl ver-ke";NA
"– A. syriaca L.";"Gewöhnliche S. – A. syriaca L.";NA
". – H. salicifolius A. DIETR.4* Bl <100,";"Weidenblättrige S . – H. salicifolius A. DIETR.4* Bl <100,";NA
"– H. × laetiflorus PERS.";"Bastard-S., Blühfreudige S. – H. × laetiflorus PERS.";NA
"– H. pauciflorus NUTT.";"Wenigblütige S. – H. pauciflorus NUTT.";"Z z"
"– H. atrorubens L.";"Schwarzrote S. – H. atrorubens L.";"Z z"
"– H. giganteus L.Ähnlich: Maximilian-S. ";"Riesen-S. – H. giganteus L.Ähnlich: Maximilian-S. ";"Z s"
"– H. × doronicoides LAM.";"Gämswurz-S. – H. × doronicoides LAM.";"Z s"
"– H. tuberosus L.";"Topinambur – H. tuberosus L.";"Z z"
"– H. decapetalus L.Ähnlich: Kropfige S. ";"Zehnstrahlige S. – H. decapetalus L.Ähnlich: Kropfige S. ";NA
". – H.microcephalus TORR. et A. GRAY: Hü";"Kleinköpfige S . – H.microcephalus TORR. et A. GRAY: Hü";NA
"– H. quinquenervis (HOOK.) A. GRAYAls Z ";"Fünfnervige Z. – H. quinquenervis (HOOK.) A. GRAYAls Z ";NA
"– H. californica A. GRAY: Hülle 1,5–2 cm";"Kalifornische Z. – H. californica A. GRAY: Hülle 1,5–2 cm";NA
"– V. encelioides (CAV.) BENTH. et HOOK. ";"Goldner K., Einjährige V. – V. encelioides (CAV.) BENTH. et HOOK. ";"Z s"
"– V. occidentalis (L.) WALTER2* Bl wechs";"Gegenblättriger K. – V. occidentalis (L.) WALTER2* Bl wechs";"Z s"
"– V. alternifolia (L.) BRITTON ex KEARNE";"Gelber K. – V. alternifolia (L.) BRITTON ex KEARNE";"Z s"
"–- V. helianthoides MICHX.";"Sonnenblumen-K. –- V. helianthoides MICHX.";"Z s"
"– C. rosea NUTT.1* StrahlB gelb, bisweil";"Rosa M., Rosa Schöngesicht – C. rosea NUTT.1* StrahlB gelb, bisweil";"Z s"
"– C. palmata NUTT.3* Bl gestielt od. sit";"Vogelfuß-M. – C. palmata NUTT.3* Bl gestielt od. sit";"Z s"
"– F. ulmaria (L.) MAXIM.";"Großes M. – F. ulmaria (L.) MAXIM.";NA
"– C. tripteris L.";"Hohes M. – C. tripteris L.";"Z s"
"., Netzblattstern – C. verticillata L.";"Scheinquirl-M ., Netzblattstern – C. verticillata L.";NA
"– C. auriculata L.7* Bl lanzettlich bis ";"Wald-M. – C. auriculata L.7* Bl lanzettlich bis ";NA
"– C. lanceolata L.";"Lanzettblättriges M. – C. lanceolata L.";"Z v"
"– C. grandiflora T. M. HOGG ex SWEET9 (5";"Großblumiges M. – C. grandiflora T. M. HOGG ex SWEET9 (5";NA
"– C. bigelovii (A. GRAY) VossBem.: Kult ";"Bigelow-M. – C. bigelovii (A. GRAY) VossBem.: Kult ";"Z z"
"– C. douglasii (DC.) H. M. HALL11 (9) Bl";"Douglas-M. – C. douglasii (DC.) H. M. HALL11 (9) Bl";"Z s"
". – C. nuecensis A. HELLER";"Kronen-M . – C. nuecensis A. HELLER";NA
"– C. basalis (A. DIETR.) S. F. BLAKE";"Texas-M. – C. basalis (A. DIETR.) S. F. BLAKE";NA
"– D. coccinea CAV.1* StrahlB weiß, viole";"Scharlach-D. – D. coccinea CAV.1* StrahlB weiß, viole";"Z s"
"– D. merckii LEHM.";"Merck-D. – D. merckii LEHM.";"Z s"
"– D. pinnata CAV.Kult allgemein Garten-D";"Großfiedrige D. – D. pinnata CAV.Kult allgemein Garten-D";"Z s"
"– B. subalternans DC.";"Rio-Grande-Z. – B. subalternans DC.";"Z v"
"– B. triplinervia HUMB., BONPL. et KUNTH";"Dreinerviger Z. – B. triplinervia HUMB., BONPL. et KUNTH";"Z s"
"., Goldmarie – B. ferulifolia (JACQ.) DC";"Ferula-Z ., Goldmarie – B. ferulifolia (JACQ.) DC";NA
"– B. aurea (AITON) SHERFF";"Gold-Z. – B. aurea (AITON) SHERFF";NA
"– P. aurea (N. BUSCH) JUZ.: BHülle goldg";"Gelbe K. – P. aurea (N. BUSCH) JUZ.: BHülle goldg";NA
"– C. atrosanguineus (HOOK.) ORTGIES";"Schwarzrote K., Schokoladenblümchen – C. atrosanguineus (HOOK.) ORTGIES";NA
"– L. platyglossa (FISCH. et C. A. MEY.) ";"Gewöhnliche L. – L. platyglossa (FISCH. et C. A. MEY.) ";"Z s"
"– L. chrysanthemoides (DC.) A. GRAY";"Wucherblumen-L. – L. chrysanthemoides (DC.) A. GRAY";"Z s"
"– P. hookeriana TORR. et A. GRAY";"Hooker-P. – P. hookeriana TORR. et A. GRAY";"Z s"
"– P. texana DC.";"Texas-P. – P. texana DC.";"Z s"
"– A. sylvestris L.13 (11) Endabschnitte ";"Großes W. – A. sylvestris L.13 (11) Endabschnitte ";NA
". – A. syriaca L.";"Gewöhnliche S . – A. syriaca L.";NA
"– H. hoopesii A. GRAY2* Köpfe bis 6 cm ∅";"Spatelblättrige S. – H. hoopesii A. GRAY2* Köpfe bis 6 cm ∅";NA
"– H. bigelovii TORR. et A. GRAY";"Bigelow-S. – H. bigelovii TORR. et A. GRAY";"Z s"
". – G. suavis (A. GRAY et ENGELM.) BRITT";"Strahllose K., Duftende K . – G. suavis (A. GRAY et ENGELM.) BRITT";NA
". – G. pulchella FOUG.Sehr ähnlich, Artw";"Kurzlebige K . – G. pulchella FOUG.Sehr ähnlich, Artw";NA
". – G. aristata PURSHGaillardia-Hybriden";"Prärie-K . – G. aristata PURSHGaillardia-Hybriden";NA
"– G. aestivalis (WALTER) H. ROCK";"Sommer-K. – G. aestivalis (WALTER) H. ROCK";NA
"– A. sachalinensis (REGEL) A. GRAY1* Stg";"Sachalin-A. – A. sachalinensis (REGEL) A. GRAY1* Stg";"Z z"
"– A. chamissonis LESS.";"Chamisso-A. – A. chamissonis LESS.";"Z s"
"– A. angustifolia VAHL";"Schmalblättrige A. – A. angustifolia VAHL";"Z s"
"– A. montana L.";"Echte A., Bergwohlverleih – A. montana L.";"Z s"
", Duftende St. – H. stoechas (L.) MOENCH";"Glänzende St. , Duftende St. – H. stoechas (L.) MOENCH";NA
". – T. minuta L.";"Mexikanische St . – T. minuta L.";NA
"– T. tenuifolia CAV.3* Hülle 13–22 mm lg";"Schmalblättrige St. – T. tenuifolia CAV.3* Hülle 13–22 mm lg";NA
"– T. patula L.";"Ausgebreitete St., Studentenblume – T. patula L.";"Z v"
"– T. erecta L.Bem.: STROTHER in Fl. N-Am";"Aufrechte St. – T. erecta L.Bem.: STROTHER in Fl. N-Am";"Z v"
"– S. elegans BOISS. ex DC.";"Sierra-Nevada-H. – S. elegans BOISS. ex DC.";"Z s"
", Großblütiges H. – H. calycinum L.Ähnli";"Grünes H. , Großblütiges H. – H. calycinum L.Ähnli";NA
"– S. pinnata VIV. s. str.";"Gefiedertes H. – S. pinnata VIV. s. str.";NA
". – S. incana SPRENG. [S. canescens NUTT";"Graues H . – S. incana SPRENG. [S. canescens NUTT";NA
"– S. neapolitana JORD. et FOURR.";"Neapolitanisches H. – S. neapolitana JORD. et FOURR.";NA
"– A. marschalliana WILLD.2* Pfl 30–90 cm";"Silber-H. – A. marschalliana WILLD.2* Pfl 30–90 cm";"Z s"
"– A. tinctoria L.3* Köpfe 4–5 cm ∅, Sche";"Färber-H. – A. tinctoria L.3* Köpfe 4–5 cm ∅, Sche";"Z v"
"– A. sancti-johannis TURRILL4 (1) Pfl 30";"Bulgarische H. – A. sancti-johannis TURRILL4 (1) Pfl 30";"Z s"
"– A. triumfettii (L.) DC.4* Pfl bis 35 c";"Trionfetti-H. – A. triumfettii (L.) DC.4* Pfl bis 35 c";"Z s"
"– A. carpatica WALDST. et KIT. ex WILLD.";"Karpaten-H. – A. carpatica WALDST. et KIT. ex WILLD.";"Z s"
"– A. cretica L.Römische Kamille – Chamae";"Berg- H. – A. cretica L.Römische Kamille – Chamae";"Z s"
"– A. ageratifolia (SIBTH. et SM.) BOISS.";"Ageratumblättrige Sch. – A. ageratifolia (SIBTH. et SM.) BOISS.";"Z z"
"– A. ptarmica L.Ähnlich: Weidenblatt-Sch";"Sumpf-Sch., Bertramgarbe – A. ptarmica L.Ähnlich: Weidenblatt-Sch";"Z v"
"– A. lingulata WALDST. et KIT.: Bl verke";"Zungen-Sch. – A. lingulata WALDST. et KIT.: Bl verke";"Z s"
"– A. atrata L.6* Strahlen <3 mm lg. Bl a";"Schwarzrandige Sch. – A. atrata L.6* Strahlen <3 mm lg. Bl a";"Z s"
